Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Congo, Rep.",COG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,167636.4329,177305.9586,181972.9451,170277.2309,172265.8158,173955.5656,171655.5612,170580.1424,178586.7196,186740.8251,193022.0069,202046.3639,213119.4578,223955.8896,234585.0825,245387.3837,240483.252,212655.3834,219690.5849,234329.24,267739.2063,305848.7482,367143.2871,377506.4509,392405.5822,376934.3546,341423.2564,332781.2761,329531.2947,329001.6592,323328.3985,322111.6664,321545.3532,309698.5019,284628.4746,287752.3003,291666.3885,281608.4838,283783.6832,268559.4844,280685.8453,283163.1361,287866.6452,281984.7358,283181.6157,295684.9377,303860.3887,288947.3479,294754.3628,306537.0673,323353.0608,325198.1185,328922.1449,331954.6479,345914.5015,346359.1631,328218.8975,309972.5638,305170.3324,
Colombia,COL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5226062.945,5322940.967,5438638.225,5446268.13,5608687.965,5639913.116,5764559.398,5834132.491,6011726.253,6211454.062,6431935.767,6653052.975,7000258.221,7306019.226,7557142.476,7563339.986,7746306.295,7890029.647,8369031.114,8625042.767,8781506.798,8786737.799,8679046.767,8627644.83,8729146.625,8814070.883,9137862.63,9436199.306,9626190.385,9760088.847,9979674.815,9981691.44,10185042.04,10529007.77,10933201,11292787.52,11321364.24,11508758.95,11381095.43,10725067.53,10863138.61,10873649.75,10977027.27,11239810.67,11672632.5,12058153.85,12710756.62,13414642.77,13689602.36,13701343.36,14147590.99,15042718.98,15489495.61,16050431.75,16640447.62,16933516.53,17053461.94,17026009.21,17200477.25,
Comoros,COM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,491789.2726,495072.5112,511628.8317,521696.182,528408.0054,525442.0452,520002.1872,513232.3034,511662.1946,480924.951,490721.4391,450796.4669,475156.2615,475467.0869,437709.4253,440998.4139,423513.232,428884.7761,423064.3111,420228.4967,454211.8936,453494.2291,452963.147,451603.2791,449469.8842,451342.0761,452344.6542,445165.3627,451976.404,455339.1598,461375.5125,468819.0396,472258.1786,481772.8808,480305.245,474400.07,478960.3214,486055.8895,491599.405,
Cabo Verde,CPV,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,53283.14726,56819.5523,57317.39721,61524.93422,62620.7398,66822.7812,67669.46175,69592.10706,72721.28008,75603.93111,74601.99231,73840.37547,79723.08373,84227.96781,97623.77772,108646.7987,118145.6124,128447.8102,141633.8161,154554.7863,173441.5411,174251.4795,180402.7281,185021.6691,200902.5862,211814.1221,225732.4997,256754.3569,270537.1253,263901.0153,264519.9534,271599.2978,271071.519,269770.0605,268003.8632,267362.5159,276569.2947,283419.1095,294375.9105,
Costa Rica,CRI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1670050.731,1639348.207,1665673.879,1716843.13,1717964.352,1796946.067,1861139.323,1906441.433,2007678.617,2058801.375,2153971.184,2240924.813,2364222.634,2484692.548,2558611.225,2547543.857,2619937.669,2779573.17,2876412.667,2938665.42,2882079.675,2741632.126,2473624.873,2476083.636,2603282.457,2552615.441,2623447.818,2677361.696,2698099.619,2777720.752,2802260.015,2791779.027,2970206.047,3099814.906,3157878.073,3207626.728,3169707.033,3268193.429,3417658.508,3477874.517,3541064.608,3599528.309,3657406.867,3755240.302,3861427.734,3954418.582,4182163.471,4462940.649,4609235.111,4506327.551,4670954.793,4813555.22,4985368.158,5040314.259,5159518.743,5289095.061,5455665.822,5583330.307,5673672.041,
Caribbean small states,CSS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,1659.857954,1770.725664,1823.849819,1854.949802,1844.64584,1992.623697,2077.091246,2236.470722,2364.88951,2374.311634,2245.727827,2674.452357,2900.826009,3045.246865,3270.231489,3300.644713,3275.894705,3165.268094,3247.556655,3236.503904,3113.502728,2760.641819,2426.654889,2055.481446,2060.828695,2101.812045,2255.992385,2308.143829,2301.563528,2433.864211,2568.146297,2640.866942,2670.127846,2764.110265,2918.109768,3241.754258,3633.007638,3900.348783,4066.033453,4128.814597,4227.838079,4342.122711,4464.915079,4577.176426,4615.234129,4812.455093,4832.77223,4918.398989,5029.485441,
Curacao,CUW,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28355.85761,29208.78672,29288.90445,28773.80532,28340.66189,27813.96795,27552.24902,27680.69015,27932.6796,27603.94053,27279.24386,27059.13174,26798.21025,26285.71271,25638.50708,25372.92189,24857.62852,24347.24145,23868.42684,
Cayman Islands,CYM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82236.3615,80633.51559,77814.78146,75373.83635,74261.77813,73666.21204,72358.55914,74935.90061,76098.19866,76192.39862,73725.79872,66579.43675,63228.44438,62634.73513,62243.5276,62015.3207,62703.18006,63564.52919,64647.6418,65758.07169,,
Cyprus,CYP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,5551.646576,6731.086804,7831.483246,8409.317304,9170.726292,9593.555481,9673.069381,10134.91119,10612.77678,11393.63892,11805.54593,12103.21171,12818.18152,13779.64584,14664.23167,15417.9687,15135.0886,16123.08222,15848.56618,16440.06652,17494.78541,17433.1363,17641.67576,18491.60652,19199.76117,20129.82855,20701.13778,21227.16768,21520.8706,22302.25281,23050.218,23737.41386,24422.0264,24684.94544,23546.808,23401.13039,22903.19445,21779.37253,20399.51899,20240.88685,21043.42523,22360.33942,23119.46914,23766.47457,
Czech Republic,CZE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285103.8378,252594.8555,251058.5392,250952.9613,258160.6905,274390.1033,286310.1062,284914.4033,284247.0271,288614.5748,301774.0438,311720.9408,317483.9521,329017.0186,345055.4154,367091.3692,391189.299,410702.6122,418235.494,395887.5078,403709.7232,410038.3868,406189.9565,404091.2742,414626.0834,435782.03,445604.4548,463766.2512,476078.8716,
Germany,DEU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,16106.9497,16581.08195,17211.57361,17977.14737,18130.0898,18040.08583,19014.28873,19695.27352,20305.46887,21138.87259,21392.26297,21472.74976,21408.3191,21802.02541,22495.10901,23070.28275,23587.18052,23881.19464,24669.95796,25433.78427,26540.57076,27693.81696,28013.95897,27557.84744,28120.98927,28468.79537,28619.54461,29087.42355,29670.21895,30212.0336,31044.65569,31518.64388,31403.25011,31161.92037,31539.56711,31785.27867,33034.99771,34066.31011,34459.57895,32578.80929,33992.30345,35987.16103,36070.36785,36126.11388,36776.53567,37093.83904,37616.15819,38399.63044,38858.79897,
Djibouti,DJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411020.4757,432502.8133,457903.58,481617.2574,498036.0066,517110.7135,
Dominica,DMA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,6333.954397,6921.736541,5600.367604,6319.606995,7004.44317,7323.320968,7562.962787,7947.791893,8132.301203,8787.720717,9431.866114,10259.66023,10310.27388,10915.87317,11069.92639,11267.426,11464.40118,11434.07655,11771.4352,12164.64701,12489.81714,13037.61772,13149.44655,13492.82268,13482.21961,13067.8079,13845.91441,14211.14205,14262.45307,14899.67759,15829.132,16948.6227,16744.69097,16850.88462,16804.18382,16614.78334,16436.8593,17151.29774,16666.76032,17063.12143,15869.32184,16190.85515,
Denmark,DNK,GDP per capita (constant LCU),NY.GDP.PCAP.KN,121824.7382,128694.1228,134932.5021,134726.5816,146043.7751,151511.1938,154418.9936,161679.1863,169621.4946,179666.2843,181168.7996,185320.6439,191504.0804,198140.8733,195006.8941,191613.1781,202455.9896,205601.1719,209526.6949,217099.5982,215788.4705,214411.947,222475.5287,228407.9387,238048.3778,247478.9281,259268.79,259598.9953,259437.5867,260954.8577,264374.7368,267364.3926,271696.8209,270822.0661,284301.8204,291387.3274,298145.7816,306591.2513,312255.8739,320399.3331,331295.1038,332827.4573,333312.9884,333704.1583,341723.8501,348746.653,361204.1046,362875.5099,358902.596,339471.5592,344290.3124,347459.1388,346938.2416,348719.5073,352574.3694,358293.7095,367048.1489,372120.1,378884.9937,
Dominican Republic,DOM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,40461.15803,38224.93516,43283.26739,44614.29354,46123.43349,39110.62938,43022.34036,43124.58687,41960.89822,45194.99555,51929.26245,55988.4217,60141.06417,66103.51444,68258.09411,69982.26714,72834.26816,74600.03566,74380.09099,75938.22001,80122.99548,81694.4127,81276.67291,83229.02096,82513.58622,79107.22712,80245.65713,86618.48822,86764.71789,88842.5093,82400.00314,81611.58137,89079.16677,93888.94967,94609.77123,98255.52436,102380.8833,109662.4317,115173.3934,120130.3049,123830.1671,124997.7231,128724.6287,125193.8527,126635.4224,136704.1483,147279.9985,156166.4231,159147.0208,158662.2059,169795.1369,173008.253,175603.3133,182014.2166,192605.2779,203613.4896,214748.3691,222303.0535,235273.4576,
Algeria,DZA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,75532.23517,63652.74067,49875.43197,65342.05904,67409.86657,69716.018,64556.95713,68677.31934,73928.02992,77892.89058,82432.27219,71089.73078,88133.51791,89025.78434,93095.51966,95091.61227,100182.7068,102469.5978,108701.1982,113411.7879,110895.8274,110750.4589,114216.8359,116682.2082,119470.1347,120201.5256,117177.7513,113069.0816,108873.874,110663.9526,108722.8263,104807.5718,104215.6893,99785.48668,96860.66101,98639.42022,100899.099,100374.4913,103922.0785,105739.3812,108276.6044,110073.6274,114765.0519,121468.3735,125032.8675,130582.1726,130862.6881,133229.0119,134212.47,134031.7294,136372.9641,137709.6983,139640.1083,140703.712,143110.378,145400.8285,147006.8794,145903.5934,145006.019,
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1817.33114,1857.117445,1893.764108,1879.037356,1960.824501,1967.070794,1903.953979,1934.403919,1914.3749,1946.012012,2020.114424,2086.039385,2128.709009,2357.668353,2549.305776,2751.74334,2875.755779,2844.370402,2927.929628,2958.551385,2989.499932,3077.006562,3017.971324,2932.755327,2935.259517,2975.840904,3003.944052,2923.828442,3022.040619,2980.250644,3017.71979,3074.631832,3068.252724,3058.768052,3118.871331,3120.304187,3107.081207,3174.211887,3211.52681,2999.406532,2975.005447,3038.511407,3107.931889,3138.539462,3339.615639,3457.966734,3550.27041,3567.836438,3732.208455,3692.714653,3762.615067,3996.689295,4159.36466,4300.254006,4394.814065,4328.558502,4203.115799,4227.236519,4210.450589,
"Egypt, Arab Rep.",EGY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,7386.06923,7559.130264,7643.721049,8225.576041,8932.821727,9129.076173,9342.765325,9177.4087,8803.294141,9042.217825,9324.160062,9483.194649,9558.915452,9681.240566,9620.547579,10251.89682,11355.97158,12100.01263,12842.79784,13111.82121,14077.56482,14740.71151,15795.8223,16178.12937,17295.7139,17818.18595,18168.00867,18360.24188,18852.56715,19278.65012,19882.79023,19654.84734,20099.17561,20262.96046,20649.01648,21178.41515,21791.8016,22531.46319,23317.70182,24247.456,25298.90998,25700.02372,25823.84456,26157.79902,26734.09386,27429.77386,28792.31849,30297.66703,31893.49366,32767.39864,33776.91783,33653.99103,33649.6296,33613.97532,33821.32421,34529.44878,35265.62077,35979.95338,37129.30827,
Euro area,EMU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1831.503024,2095.535654,2563.36355,2653.629444,2909.565238,3141.511467,3180.891367,3137.280287,2965.787667,3113.663536,3069.782851,2850.493642,2765.527319,2729.487922,2618.237341,2586.176305,2282.707175,2327.768148,2340.941353,2509.667166,,,,,,,,
Spain,ESP,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5601.589973,6206.813025,6762.103709,7346.315184,7659.800482,8050.881718,8546.287469,8808.156537,9267.252831,9993.720477,10307.39969,10657.43144,11399.4224,12152.24319,12695.57829,12627.13686,12907.17803,13137.65597,13202.12617,13091.68668,13273.83333,13162.34806,13246.64094,13415.60378,13598.44467,13863.79509,14272.12259,15024.80049,15756.76251,16491.47123,17097.65942,17488.39647,17564.66601,17293.58028,17621.62339,18027.79425,18430.50207,19032.96793,19787.03549,20591.93736,21575.50124,22268.95533,22556.236,22812.53196,23122.48795,23565.44447,24121.07362,24532.22263,24358.14985,23234.78323,23165.75533,22895.598,22203.59564,21956.71411,22327.22262,23201.50496,23884.89145,24517.74331,25024.06217,
Estonia,EST,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6041.078917,6070.299176,6459.384715,6878.962895,7865.660023,8285.472198,8227.780591,9015.608113,9615.759861,10335.12067,11187.14055,12015.84434,13231.68644,14603.49916,15781.33567,15018.4482,12875.50106,13254.22122,14283.84287,14780.91678,15033.30288,15523.05345,15799.07588,16210.11947,17121.26578,17888.90947,
Ethiopia,ETH,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,6732.008085,6608.069229,6937.08691,6528.69749,5618.77358,5968.774653,6582.141677,6404.234277,6172.175115,6126.552075,5491.779797,4838.618531,5282.259203,5264.519029,5404.263401,5886.400727,5889.449951,5521.119043,5640.516091,5813.066578,6116.933632,6034.06537,5737.71415,6334.869027,6888.098449,7425.972271,8052.521597,8680.05658,9187.318864,10056.49409,10870.55219,11481.10576,12342.17311,13232.43717,14210.50635,15135.5643,16138.41003,16791.70421,
European Union,EUU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10297.57611,11002.75053,11254.0587,11541.87814,12079.13558,12677.34138,12929.60107,13138.67646,13381.08585,14673.28449,15514.58941,15860.22707,16985.69314,18069.03708,18556.44183,18807.70064,18815.66601,18808.04452,19301.68542,20623.56034,21667.46604,21849.59829,22394.25356,22947.24552,23556.22027,24283.02446,24862.06438,25670.29419,26922.14882,28180.55204,28236.20874,26422.06979,25401.41547,25104.64219,25980.15505,26972.74446,27870.34288,29547.71688,31077.5234,32363.4034,34160.86719,34972.66051,35483.56966,36108.3488,37441.04785,38350.28892,39742.01412,41670.29011,41801.92989,38243.24974,39281.52333,40095.93239,39347.98251,38813.81936,38512.56963,38601.11385,39501.85043,40611.74722,41216.94678,
Fiji,FJI,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4494.509321,4495.315154,4498.191616,4623.816337,4695.966132,4436.943099,4321.121602,4781.867126,5047.064155,5068.754683,5593.468745,5854.274377,6162.551682,6738.014689,6775.397644,6678.893043,6733.983492,7003.552122,7004.26073,7706.21337,7418.869904,7698.075628,7050.922588,6601.618862,7002.606786,6573.57524,7015.368586,6522.763874,6574.657586,7047.500653,7415.534579,7148.322616,7491.989055,7545.213871,7819.750682,7913.780443,8198.893529,7934.057744,7962.660078,8597.337973,8402.1752,8539.483122,8798.347883,8877.413133,9327.525371,9350.015579,9451.143537,9277.509059,9271.63898,9054.488032,9255.005013,9465.393903,9581.004521,10028.34193,10579.95349,11045.66773,11273.9334,11817.08748,12150.36708,
France,FRA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10073.26495,10436.38817,10995.96527,11518.46119,12122.987,12562.44835,13087.63924,13611.2127,14111.44706,15001.44977,15796.55125,16505.02253,17111.80825,18055.6855,18697.13344,18401.21095,19100.68361,19672.52571,20371.37216,21008.02497,21245.13655,21368.13717,21790.02857,21940.37808,22148.39888,22381.86906,22775.7782,23226.15781,24190.84135,25105.2528,25708.20673,25834.11455,26117.10224,25840.70411,26351.84369,26809.97059,27092.69332,27627.75268,28513.92299,29338.1699,30281.18603,30657.94215,30781.40473,30815.59478,31455.13677,31738.15841,32289.61653,32868.56722,32768.7222,31663.847,32122.02694,32667.98259,32612.05079,32631.58728,32785.9249,33012.77788,33241.4411,33990.03201,34513.29602,
Faroe Islands,FRO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.365394,1874.881917,1880.741425,1904.164496,1929.367296,2020.856535,2047.5594,2160.419574,2106.007734,2222.314923,2135.861151,2003.467365,2065.755632,2102.445028,2211.852308,2264.625418,2280.055462,2318.694725,2253.092807,2309.84236,2324.573389,2302.143227,2266.245585,2303.655631,2357.168823,2419.655424,2350.492102,2233.648779,2151.27575,2220.756748,2213.911196,2247.919915,2229.059107,
Gabon,GAB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1258990.962,1430989.311,1521082.742,1594132.888,1643509.084,1752206.971,1798319.35,1835329.913,1842444.716,1950412.945,2077727.479,2247778.968,2457233.41,2658690.707,3639459.465,4252168.275,5646114.625,4827309.216,3582560.304,3514689.904,3517375.116,3605420.033,3405777.04,3504432.783,3669053.937,3488171.794,3366763.1,2713463.149,2978172.509,3144328.379,3217793.888,3322469.601,3133744.616,3171383.013,3203647.525,3277158.667,3310493.471,3413411.633,3445416.785,3061787.742,2932458.276,2924498.59,2848578.182,2842783.038,2790831.699,2789780.647,2636398.331,2714281.497,2545040.409,2466513.842,2551593.986,2634421.378,2669675.559,2715618.486,2732451.583,2745337.011,2718740.187,2656438.196,2609816.665,
United Kingdom,GBR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,9762.467771,9947.88261,9972.604975,10380.73072,10884.1593,11046.12086,11158.20203,11407.52227,11969.80781,12149.49533,12429.09081,12808.5515,13314.34908,14153.55292,13796.19258,13592.98264,13991.88567,14338.40773,14940.1382,15485.25135,15153.08731,15031.00502,15338.6767,15980.80441,16318.73126,16964.85036,17457.15623,18343.46468,19356.69519,19802.30503,19889.16347,19612.04581,19631.64963,20079.41597,20808.45789,21494.71436,21974.23879,22762.60692,23523.62133,24249.08082,24993.17553,25637.67435,26122.76217,26855.91101,27337.47929,28013.72975,28583.96332,29051.61367,28742.82606,27314.49437,27629.5602,27836.65071,28052.59974,28461.58183,28984.53134,29432.35872,29783.49281,30134.18512,30354.10055,
Georgia,GEO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,3338.189585,3548.929112,3733.931577,3865.110007,4012.074885,4452.403486,4515.184298,4596.56891,4851.636036,5233.340979,5578.290345,5875.906457,6238.473034,6662.92368,7101.522353,7364.171941,7688.742668,7776.515152,8040.080993,8404.339788,8742.671189,7956.945912,7992.698416,8353.615118,7732.219168,6590.544843,5163.487893,2823.13148,1980.672641,1802.214181,1919.876531,2213.813418,2526.435392,2670.133217,2803.842442,2911.456741,3099.068387,3298.166912,3687.723774,3925.643715,4329.514102,4764.352189,5391.71025,5538.913818,5384.326022,5762.70336,6238.990151,6687.361358,6948.989448,7251.339397,7457.126739,7668.79483,8035.821229,8414.778135,
Ghana,GHA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,3033.970391,3040.395042,3065.214992,3100.252034,3074.26473,3029.779767,2827.000602,2845.366759,2791.012557,2889.80344,3092.578181,3167.678019,3003.072166,3003.80335,3125.506933,2672.041674,2523.825235,2532.481117,2696.598784,2576.461534,2529.89328,2378.416512,2151.458352,1992.399365,2099.767476,2141.438171,2187.539697,2226.934822,2285.647296,2333.890991,2343.043103,2396.384502,2418.427842,2464.337333,2475.737344,2509.016127,2557.095332,2597.974017,2653.680788,2703.406208,2735.59664,2776.177587,2830.971807,2905.857617,2993.282379,3091.08177,3205.960086,3260.112243,3467.817398,3544.492556,3730.553472,4152.682251,4432.305751,4647.161503,4673.46779,4668.143457,4721.810645,4994.190723,5191.89411,
Gibraltar,GIB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,2938586.148,2945606.422,3036593.95,3063436.413,3102922.45,3095019.551,3110068.473,3181150.863,3221526.39,3282577.102,3339831.589,3421975.554,3457023.072,3502384.82,3509026.902,3561190.066,3671399.513,3646311.461,3659458.596,3693078.494,3657233.362,3820428.595,3888199.22,3757476.672,3850349.871,3977346.865,4121042.835,4188958.018,4243236.976,4297248.277,4637951.084,4976149.161,5135301.048,
"Gambia, The",GMB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,22466.68641,21879.46421,23320.15697,23219.75403,23949.02454,23247.1608,22626.15019,23988.1383,24630.50481,26825.47565,27877.1843,27888.50069,28666.97283,27358.34265,28139.44357,28175.20254,27113.12726,29115.62091,29085.88463,27700.93106,27545.46286,26867.33217,26706.83952,26978.23869,26770.12261,26570.84872,26538.19572,26477.1971,25709.83141,25146.83351,24921.70442,25349.45267,25439.93559,26241.33942,26832.2475,27504.11759,25772.90615,26676.04843,27667.45104,26190.5021,25264.28686,25264.72813,26059.63778,26982.19694,27733.10971,24720.73823,25239.90843,25188.83716,24094.09222,24328.8015,24071.34224,24494.18333,25340.01374,
Guinea-Bissau,GNB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,211579.3934,199505.1755,208121.2695,206581.7021,212721.516,226920.4513,236768.2253,219416.9792,248087.5532,252190.8118,210074.856,244447.2646,249497.1037,235269.7306,250347.6502,254533.1153,246752.5376,248280.2578,254053.4091,263687.921,273613.5037,281150.3434,277883.7094,277445.441,280168.6591,286449.8134,313352.8262,327333.121,230895.5707,228753.3074,236315.4613,236409.8945,228977.8892,225102.3724,226002.1378,230135.3974,229869.4832,231658.853,233232.1423,235080.7959,239673.2836,252356.088,241544.8785,242860.6503,238802.032,246919.6164,255724.892,264089.3649,267373.2478,
Equatorial Guinea,GNQ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,267490.6046,267464.7585,253899.9724,246212.2643,231190.2054,245780.1016,229055.2364,230499.3615,229442.5487,220124.3588,209769.6723,201070.6748,262202.5868,281459.1695,317092.7192,359289.1551,576361.0327,1385403.451,1647129.602,1987029.613,2254350.534,3534555.665,4051127.129,4426344.386,5850275.201,6533181.111,6722973.731,7399590.112,8320197.714,8050779.781,7005652.585,7135906.766,7396778.094,6793146.921,6542581.563,5710981.304,5007732.53,4595997.856,4159499.73,
Greece,GRC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4534.191179,5092.340817,5080.559059,5661.30823,6171.599411,6804.253858,7192.890587,7539.040956,8029.725991,8925.581197,9700.525896,10415.8744,11399.79869,12266.48072,11434.55746,12048.94273,12676.10011,12880.22363,13635.68379,13908.73258,13866.04678,13528.7606,13293.326,13073.6668,13270.25182,13550.55868,13575.72723,13224.77791,13741.83726,14189.784,14040.47443,14303.00805,14293.52525,13982.3337,14190.74863,14421.18158,14768.70943,15355.03929,15864.934,16289.81275,16859.23352,17464.75865,18083.46917,19085.72028,20002.098,20063.01802,21133.50078,21769.82712,21639.34099,20654.29281,19497.4918,17743.11626,16536.9639,16117.37837,16345.12629,16381.13598,16417.99862,16698.09921,17063.95949,
Grenada,GRD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,7170.790886,7649.27178,8123.46727,8040.818467,8022.263698,8127.525198,8168.639491,8248.968384,8613.739837,9210.857074,10125.10672,10565.32586,11098.68247,11615.09294,11760.2768,11575.5766,11225.78947,11286.98265,11419.75012,11842.39166,12367.04244,13759.10058,14649.23754,15305.36793,14935.18388,15391.16313,16787.6804,16624.32269,18774.38396,17978.06029,19032.32437,19164.20213,17840.48436,17675.08966,17716.40885,17405.8206,17695.86484,18867.78204,19955.73865,20576.91931,21375.61556,22152.63696,
Greenland,GRL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,88053.56925,97866.75715,101545.7228,106907.549,111866.4707,112362.402,118818.7579,130086.554,138474.1181,144033.7812,154659.2827,153246.0314,145051.0079,148337.5313,139052.8412,142782.4801,152058.7394,158666.6658,165417.3921,174838.1988,153515.1656,153617.2703,146291.9946,139188.2283,146637.3117,151287.1756,153326.542,155300.9768,167050.893,169352.6613,181056.6655,182866.2609,180261.7729,187730.1154,200180.9843,210076.4029,222376.4399,228489.0814,243555.6029,245686.4869,247394.7808,246231.3236,250015.8423,248198.573,260836.664,255059.3435,266658.9542,267979.9185,277324.4087,
Guatemala,GTM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,7053.548551,7143.998434,7184.392022,7645.072212,7770.934249,7878.104781,8074.519928,8166.354649,8629.704017,8783.981043,9027.237045,9269.63894,9679.639866,10060.26475,10421.33523,10352.0374,10837.99886,11397.15079,11676.02126,11930.02231,12077.23488,11857.38839,11157.3837,10603.5405,10397.28524,10086.66671,9863.43644,9975.962831,10125.78492,10283.24278,10358.11349,10488.56796,10740.89175,10904.20866,11083.54201,11368.05976,11442.45594,11677.52436,11989.88648,12173.7387,12327.76503,12325.24188,12504.12221,12521.47776,12616.95572,12730.72687,13114.20089,13632.2946,13771.88136,13544.70609,13634.18323,13899.17191,14010.19864,14225.44494,14514.51818,14809.26919,14962.84684,15074.19242,15248.21098,
